,created_at,author_id,text,lang,entities,username,public_metrics,verified,url,followers_count,following_count,tweet_count
0,2022-11-02 03:04:48+00:00,1587641851133272070,Who misses #crypto 2017?,en,,AmoilsNisa,"{'followers_count': 4896, 'following_count': 1020, 'tweet_count': 11838, 'listed_count': 269}",True,https://twitter.com/AmoilsNisa/status/1587641851133272070,4896,1020,11838
1,2022-11-02 03:04:48+00:00,1587641850474926080,"RT @ScottLEOWarrior: @elonmusk Legend! 

Can we pay in crypto? 👀",en,"{'mentions': [{'start': 3, 'end': 19, 'username': 'ScottLEOWarrior', 'id': '2228960582'}, {'start': 21, 'end': 30, 'username': 'elonmusk', 'id': '44196397'}]}",renniwyn,"{'followers_count': 143, 'following_count': 2569, 'tweet_count': 8877, 'listed_count': 4}",False,https://twitter.com/renniwyn/status/1587641850474926080,143,2569,8877
2,2022-11-02 03:04:48+00:00,1587641849908690944,This group has been pumping #DOGE $DOGE over the last week. Next week #dogecoin will be at 0.5$! The biggest pump will be on Sunday. Join today https://t.co/L03EGSEKZ6 https://t.co/izJ80RnRoY #Elon #Crypto #Ripple #Cardano,en,,Alkhahoki,"{'followers_count': 288, 'following_count': 5003, 'tweet_count': 88190, 'listed_count': 9}",False,https://twitter.com/Alkhahoki/status/1587641849908690944,288,5003,88190
3,2022-11-02 03:04:48+00:00,1587641849333833729,Our journey through time and space as a Raki Guardian is just beginning in #Crypto and #Web3,en,,RakiGuardians,"{'followers_count': 186, 'following_count': 206, 'tweet_count': 352, 'listed_count': 0}",False,https://twitter.com/RakiGuardians/status/1587641849333833729,186,206,352
4,2022-11-02 03:04:48+00:00,1587641847580659712,goodluck! @richardsunda @ReturnFrontBTC @Poelie011 @Fruitzcanna908 @LozanuRoxana @AdeyemoIdayat @andrewssun3 @asold_crypto @yuxuanSu9 https://t.co/kh41POmsD0,en,"{'mentions': [{'start': 10, 'end': 23, 'username': 'richardsunda', 'id': '2962104563'}, {'start': 24, 'end': 39, 'username': 'ReturnFrontBTC', 'id': '1134293301937496065'}, {'start': 40, 'end': 50, 'username': 'Poelie011', 'id': '871714742544584705'}, {'start': 51, 'end': 66, 'username': 'Fruitzcanna908', 'id': '221116980'}, {'start': 67, 'end': 80, 'username': 'LozanuRoxana', 'id': '943502796166520832'}, {'start': 81, 'end': 95, 'username': 'AdeyemoIdayat', 'id': '1087759758394830848'}, {'start': 96, 'end': 108, 'username': 'andrewssun3', 'id': '1473240414282928132'}, {'start': 109, 'end': 122, 'username': 'asold_crypto', 'id': '933691148048224256'}, {'start': 123, 'end': 133, 'username': 'yuxuanSu9', 'id': '1045685584830889985'}]}",Olaleka17262292,"{'followers_count': 0, 'following_count': 6, 'tweet_count': 7, 'listed_count': 0}",False,https://twitter.com/Olaleka17262292/status/1587641847580659712,0,6,7
5,2022-11-02 03:04:47+00:00,1587641846129377280,damn i love artgobblers lol @buffmonster @AresKnows @RRPunreddy @Stormy61689240 @ThinkingAlts @ProtagXBT @lutttine @Mitreycorp @web3lovemore @txtaan_crypto @JacktheDegen https://t.co/md8eHv49dr,en,"{'mentions': [{'start': 28, 'end': 40, 'username': 'buffmonster', 'id': '36014516'}, {'start': 41, 'end': 51, 'username': 'AresKnows', 'id': '1469328116917149699'}, {'start': 52, 'end': 63, 'username': 'RRPunreddy', 'id': '1278012992546799623'}, {'start': 64, 'end': 79, 'username': 'Stormy61689240', 'id': '1431354369203658756'}, {'start': 80, 'end': 93, 'username': 'ThinkingAlts', 'id': '1406987298395197445'}, {'start': 94, 'end': 104, 'username': 'ProtagXBT', 'id': '1433700962728824877'}, {'start': 105, 'end': 114, 'username': 'lutttine', 'id': '1463290898595258374'}, {'start': 115, 'end': 126, 'username': 'Mitreycorp', 'id': '1498781740076306446'}, {'start': 127, 'end': 140, 'username': 'web3lovemore', 'id': '384185988'}, {'start': 141, 'end': 155, 'username': 'txtaan_crypto', 'id': '1483518865183318053'}, {'start': 156, 'end': 169, 'username': 'JacktheDegen', 'id': '980889089858707457'}]}",saad_m_s_5,"{'followers_count': 0, 'following_count': 30, 'tweet_count': 101, 'listed_count': 0}",False,https://twitter.com/saad_m_s_5/status/1587641846129377280,0,30,101
6,2022-11-02 03:04:47+00:00,1587641845382782976,"Bitmama is making worldwide crypto payment seamless, Asset cradle is making tokenized real estate affordable, and https://t.co/9gHhbOYvwU is incentivizing verified data provision.",en,,victorforcrypto,"{'followers_count': 42, 'following_count': 180, 'tweet_count': 77, 'listed_count': 1}",False,https://twitter.com/victorforcrypto/status/1587641845382782976,42,180,77
7,2022-11-02 03:04:47+00:00,1587641845219459074,@Bitboy_Crypto @coinbase @Ripple @coinbase #RelistXRP,qme,"{'mentions': [{'start': 0, 'end': 14, 'username': 'Bitboy_Crypto', 'id': '954005112174862336'}, {'start': 15, 'end': 24, 'username': 'coinbase', 'id': '574032254'}, {'start': 25, 'end': 32, 'username': 'Ripple', 'id': '1051053836'}, {'start': 33, 'end': 42, 'username': 'coinbase', 'id': '574032254'}]}",J_Forester89,"{'followers_count': 32, 'following_count': 70, 'tweet_count': 423, 'listed_count': 0}",False,https://twitter.com/J_Forester89/status/1587641845219459074,32,70,423
8,2022-11-02 03:04:47+00:00,1587641844699222016,@binance #milo #miloinu #cloak     #MiloInu #MiloInuArmy #CLOAK #CloakArmy #BSC #BNB      #Binance  #Crypto #BTC      #BinanceSmartChain #Milo #Anime #cartoonfi  #Crypto #Gamefi #NFT https://t.co/mlmdhahayp,qme,"{'mentions': [{'start': 0, 'end': 8, 'username': 'binance', 'id': '877807935493033984'}]}",milo_army2,"{'followers_count': 88, 'following_count': 718, 'tweet_count': 10265, 'listed_count': 1}",False,https://twitter.com/milo_army2/status/1587641844699222016,88,718,10265
9,2022-11-02 03:04:47+00:00,1587641844342587393,Happy Reveal Day @Dlohofosho @velkoskiss @crypto_cantno @GioiaMattia @PaulFowler321 https://t.co/CyQmD0ohsr,en,"{'mentions': [{'start': 17, 'end': 28, 'username': 'Dlohofosho', 'id': '1497089028335697923'}, {'start': 29, 'end': 40, 'username': 'velkoskiss', 'id': '1361009027715637251'}, {'start': 41, 'end': 55, 'username': 'crypto_cantno', 'id': '1458155224586244109'}, {'start': 56, 'end': 68, 'username': 'GioiaMattia', 'id': '1488545640896516096'}, {'start': 69, 'end': 83, 'username': 'PaulFowler321', 'id': '1431311810867646464'}]}",Nandkis98234732,"{'followers_count': 0, 'following_count': 3, 'tweet_count': 2, 'listed_count': 0}",False,https://twitter.com/Nandkis98234732/status/1587641844342587393,0,3,2
10,2022-11-02 03:04:46+00:00,1587641842572853248,wtf so easy @Bryan121229 @oytunbc @flamingnahdbits @markdaniel94 @crypto_cuzzin @kittyxnft @KrykaHodler @blockchain_dean @jimsalt22 @elosoperezoso8 @jaimedavid141 https://t.co/tNBSTRGcsE,en,"{'mentions': [{'start': 12, 'end': 24, 'username': 'Bryan121229', 'id': '1491006697682268165'}, {'start': 25, 'end': 33, 'username': 'oytunbc', 'id': '1958688314'}, {'start': 34, 'end': 50, 'username': 'flamingnahdbits', 'id': '87301250'}, {'start': 51, 'end': 64, 'username': 'markdaniel94', 'id': '43226708'}, {'start': 65, 'end': 79, 'username': 'crypto_cuzzin', 'id': '1469454176107339777'}, {'start': 80, 'end': 90, 'username': 'kittyxnft', 'id': '1252942360696066048'}, {'start': 91, 'end': 103, 'username': 'KrykaHodler', 'id': '1455317453165273089'}, {'start': 104, 'end': 120, 'username': 'blockchain_dean', 'id': '1323903498446987264'}, {'start': 121, 'end': 131, 'username': 'jimsalt22', 'id': '3110319880'}, {'start': 132, 'end': 147, 'username': 'elosoperezoso8', 'id': '1391000490998128642'}, {'start': 148, 'end': 162, 'username': 'jaimedavid141', 'id': '3048445706'}]}",DidonBVCXY,"{'followers_count': 0, 'following_count': 4, 'tweet_count': 2, 'listed_count': 0}",False,https://twitter.com/DidonBVCXY/status/1587641842572853248,0,4,2
11,2022-11-02 03:04:46+00:00,1587641842451247106,"@Boogerbeard1 Earn $5,000 in SOL crypto currency daily without sending money to anyone. Thank me later 🥰

https://t.co/gVZf4PQ9od",en,"{'mentions': [{'start': 0, 'end': 13, 'username': 'Boogerbeard1', 'id': '1266212961745436673'}]}",Patrickwayne581,"{'followers_count': 66, 'following_count': 30, 'tweet_count': 1153, 'listed_count': 1}",False,https://twitter.com/Patrickwayne581/status/1587641842451247106,66,30,1153
12,2022-11-02 03:04:46+00:00,1587641841477877760,RT @WatcherGuru: JUST IN: 🇿🇦 South Africa's second largest supermarket chain 'Pick n Pay' to accept #Bitcoin &amp; #crypto for payments.,en,"{'mentions': [{'start': 3, 'end': 15, 'username': 'WatcherGuru', 'id': '1387497871751196672'}]}",Texas_Belle9,"{'followers_count': 198, 'following_count': 635, 'tweet_count': 24675, 'listed_count': 0}",False,https://twitter.com/Texas_Belle9/status/1587641841477877760,198,635,24675
13,2022-11-02 03:04:46+00:00,1587641840731590656,"RT @vor_nyc: @Bitboy_Crypto Soooo if I don’t pay the $8 to blue check mark, I’m automatically considered a bot?",en,"{'mentions': [{'start': 3, 'end': 11, 'username': 'vor_nyc', 'id': '2230668726'}, {'start': 13, 'end': 27, 'username': 'Bitboy_Crypto', 'id': '954005112174862336'}]}",voltairemelkor,"{'followers_count': 1491, 'following_count': 4511, 'tweet_count': 16330, 'listed_count': 20}",False,https://twitter.com/voltairemelkor/status/1587641840731590656,1491,4511,16330
14,2022-11-02 03:04:46+00:00,1587641840567988224,"@Mahidhar_Crypto @Lovely_finance @lovely_turkish @LOVELY_INU_ARMY @BhupalPala @SupporterLovely @P_G_Lovely @sarthakag_2000 @Next100XGEMS @bitcoinlfgo MAINNET VERSION WILL OPEN ON 11:00UTC 1/11
✅Everyone can join the Maninnet
Register:https://t.co/TbwT2m0P2V
✅Arena arena ranking:
Period:1th-20th Nov
prize:1.2M $HUB and many other attractive in-game
✅AMA:
⏱10:00 UTC 1/11
Prize:6 NFT/6 Minigame winners
@monsterera
#12368",en,"{'mentions': [{'start': 0, 'end': 16, 'username': 'Mahidhar_Crypto', 'id': '1522834203007717376'}, {'start': 17, 'end': 32, 'username': 'Lovely_finance', 'id': '1394692877716901888'}, {'start': 33, 'end': 48, 'username': 'lovely_turkish', 'id': '1506563697967251464'}, {'start': 49, 'end': 65, 'username': 'LOVELY_INU_ARMY', 'id': '1435477728841506820'}, {'start': 66, 'end': 77, 'username': 'BhupalPala', 'id': '1405125577548255232'}, {'start': 78, 'end': 94, 'username': 'SupporterLovely', 'id': '1425671179231129723'}, {'start': 95, 'end': 106, 'username': 'P_G_Lovely', 'id': '1536645195369918464'}, {'start': 107, 'end': 122, 'username': 'sarthakag_2000', 'id': '2919658244'}, {'start': 123, 'end': 136, 'username': 'Next100XGEMS', 'id': '1377575199692914691'}, {'start': 137, 'end': 149, 'username': 'bitcoinlfgo', 'id': '1296337092302139396'}, {'start': 403, 'end': 414, 'username': 'MonsterEra', 'id': '1583510894'}]}",cocarenkesl,"{'followers_count': 1, 'following_count': 19, 'tweet_count': 14654, 'listed_count': 0}",False,https://twitter.com/cocarenkesl/status/1587641840567988224,1,19,14654
15,2022-11-02 03:04:46+00:00,1587641839967879169,"#crypto

via @coin_post 
#news #Binance https://t.co/hATRYRKg81",qht,"{'mentions': [{'start': 13, 'end': 23, 'username': 'coin_post', 'id': '882154500240228353'}]}",Ralphtan222,"{'followers_count': 214, 'following_count': 4955, 'tweet_count': 105005, 'listed_count': 10}",False,https://twitter.com/Ralphtan222/status/1587641839967879169,214,4955,105005
16,2022-11-02 03:04:46+00:00,1587641839112552451,@PresaleWorld $PW #PresaleWorld #crypto,qme,"{'mentions': [{'start': 0, 'end': 13, 'username': 'PresaleWorld', 'id': '1552396677885165572'}]}",Monom0suk3,"{'followers_count': 297, 'following_count': 2950, 'tweet_count': 14004, 'listed_count': 1}",False,https://twitter.com/Monom0suk3/status/1587641839112552451,297,2950,14004
17,2022-11-02 03:04:45+00:00,1587641836621148160,RT @UnidefTimes: JUST IN: 🇮🇳 #Crypto regulation is a 'working priority' for Its #G20 presidency next month- Indian finance minister,en,"{'mentions': [{'start': 3, 'end': 15, 'username': 'UnidefTimes', 'id': '1531644250663833601'}]}",Novemberbigwiin,"{'followers_count': 42, 'following_count': 3981, 'tweet_count': 13862, 'listed_count': 4}",False,https://twitter.com/Novemberbigwiin/status/1587641836621148160,42,3981,13862
18,2022-11-02 03:04:45+00:00,1587641835500883969,whitelist Interworking Assistajnt @Ivan_shklyaruk @Glez_58 @CryptoTwinSnake @Zooz_Crypto @devJano @nic_alexandr @MrBitstar @RoyalSol_ @alex21168934 @4REMgm @Pahtohs @krassyes @crunchycereal13 @intotheabiss @Laoxie95888854 https://t.co/E1IEWWXAZb,en,"{'mentions': [{'start': 34, 'end': 49, 'username': 'Ivan_shklyaruk', 'id': '1439136045090607108'}, {'start': 50, 'end': 58, 'username': 'Glez_58', 'id': '169709995'}, {'start': 59, 'end': 75, 'username': 'CryptoTwinSnake', 'id': '1445615055039467522'}, {'start': 76, 'end': 88, 'username': 'Zooz_Crypto', 'id': '1392339410528604164'}, {'start': 89, 'end': 97, 'username': 'devJano', 'id': '1444303413638991875'}, {'start': 98, 'end': 111, 'username': 'nic_alexandr', 'id': '970234417254944769'}, {'start': 112, 'end': 122, 'username': 'MrBitstar', 'id': '1168148539458932737'}, {'start': 123, 'end': 133, 'username': 'RoyalSol_', 'id': '1936032644'}, {'start': 134, 'end': 147, 'username': 'alex21168934', 'id': '1288564161149054979'}, {'start': 148, 'end': 155, 'username': '4REMgm', 'id': '109698220'}, {'start': 156, 'end': 164, 'username': 'Pahtohs', 'id': '748322636552253440'}, {'start': 165, 'end': 174, 'username': 'krassyes', 'id': '1316476413617344522'}, {'start': 175, 'end': 191, 'username': 'crunchycereal13', 'id': '1432531418484150274'}, {'start': 192, 'end': 205, 'username': 'intotheabiss', 'id': '356473121'}, {'start': 206, 'end': 221, 'username': 'Laoxie95888854', 'id': '1390934504412377091'}]}",mulugbek95461,"{'followers_count': 0, 'following_count': 4, 'tweet_count': 45, 'listed_count': 0}",False,https://twitter.com/mulugbek95461/status/1587641835500883969,0,4,45
19,2022-11-02 03:04:45+00:00,1587641835215888385,"RT @PhantasmaBot_: Top NFT Coins on KuCoin - Another Phantasma Video! 

Which NFTs should you buy? In this video you’ll learn about NFT tok…",en,"{'mentions': [{'start': 3, 'end': 17, 'username': 'PhantasmaBot_', 'id': '1484099666434306054'}]}",Fri55628131,"{'followers_count': 400, 'following_count': 1667, 'tweet_count': 98376, 'listed_count': 9}",False,https://twitter.com/Fri55628131/status/1587641835215888385,400,1667,98376
20,2022-11-02 03:04:45+00:00,1587641834897313792,"RT @QuaiNetwork: What is the Longest Chain Rule and how does it work with Quai's multi-chain modular architecture?🤔

#QuaiNetwork #QuaiDevU…",en,"{'mentions': [{'start': 3, 'end': 15, 'username': 'QuaiNetwork', 'id': '1306071657174441985'}]}",allutfiii,"{'followers_count': 405, 'following_count': 4994, 'tweet_count': 26526, 'listed_count': 12}",False,https://twitter.com/allutfiii/status/1587641834897313792,405,4994,26526
21,2022-11-02 03:04:44+00:00,1587641834649669633,"RT @PunksBitcoin: We are giving away 100 #NFT GPUs worth $100 each 🚀

1. Follow @Mineable_io &amp; RT
2.Join the discord https://t.co/AoDkTWvcS…",en,"{'mentions': [{'start': 3, 'end': 16, 'username': 'PunksBitcoin', 'id': '1536428748232335362'}, {'start': 80, 'end': 92, 'username': 'Mineable_io', 'id': '1524693482014654464'}]}",FatimahIAB,"{'followers_count': 188, 'following_count': 64, 'tweet_count': 4968, 'listed_count': 0}",False,https://twitter.com/FatimahIAB/status/1587641834649669633,188,64,4968
